uncertainty_id,fold_id,sample_id,toolchain,split_membership,codesys_flag,binary_sha256,affected_field,uncertainty_code,severity,recoverability,evidence_trace,notes,evidence_label
codesys_CALENDAR_CALC::EC2::U01::2,fold_0,codesys_CALENDAR_CALC,CODESYS,test,codesys,20dd27f00ee1ee6b78abb0c4d03c8ce3d4f34108b6d0ec68db5152af6e8d7772,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALENDAR_CALC:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CALENDAR_CALC::EC3::U11::3,fold_0,codesys_CALENDAR_CALC,CODESYS,test,codesys,20dd27f00ee1ee6b78abb0c4d03c8ce3d4f34108b6d0ec68db5152af6e8d7772,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALENDAR_CALC:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CALENDAR_CALC::EC4::U13::4,fold_0,codesys_CALENDAR_CALC,CODESYS,test,codesys,20dd27f00ee1ee6b78abb0c4d03c8ce3d4f34108b6d0ec68db5152af6e8d7772,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALENDAR_CALC:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CALENDAR_CALC::EC5::U02::5,fold_0,codesys_CALENDAR_CALC,CODESYS,test,codesys,20dd27f00ee1ee6b78abb0c4d03c8ce3d4f34108b6d0ec68db5152af6e8d7772,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALENDAR_CALC:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CALIBRATE::EC1::U01::1,fold_0,codesys_CALIBRATE,CODESYS,train,codesys,5b907d2bf6a230dadb10878ad6f81f4ad7933e2d1bebfeb7c994bc8ee7eaf57a,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALIBRATE:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CALIBRATE::EC2::U01::2,fold_0,codesys_CALIBRATE,CODESYS,train,codesys,5b907d2bf6a230dadb10878ad6f81f4ad7933e2d1bebfeb7c994bc8ee7eaf57a,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALIBRATE:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CALIBRATE::EC3::U11::3,fold_0,codesys_CALIBRATE,CODESYS,train,codesys,5b907d2bf6a230dadb10878ad6f81f4ad7933e2d1bebfeb7c994bc8ee7eaf57a,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALIBRATE:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CALIBRATE::EC4::U13::4,fold_0,codesys_CALIBRATE,CODESYS,train,codesys,5b907d2bf6a230dadb10878ad6f81f4ad7933e2d1bebfeb7c994bc8ee7eaf57a,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALIBRATE:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CALIBRATE::EC5::U02::5,fold_0,codesys_CALIBRATE,CODESYS,train,codesys,5b907d2bf6a230dadb10878ad6f81f4ad7933e2d1bebfeb7c994bc8ee7eaf57a,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CALIBRATE:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CAPITALIZE::EC1::U01::1,fold_0,codesys_CAPITALIZE,CODESYS,train,codesys,56b1888208ffa8e717eb1d3aa922ec69dcfb61640790c13bbc78b3db0259ee6d,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAPITALIZE:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CAPITALIZE::EC2::U01::2,fold_0,codesys_CAPITALIZE,CODESYS,train,codesys,56b1888208ffa8e717eb1d3aa922ec69dcfb61640790c13bbc78b3db0259ee6d,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAPITALIZE:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CAPITALIZE::EC3::U11::3,fold_0,codesys_CAPITALIZE,CODESYS,train,codesys,56b1888208ffa8e717eb1d3aa922ec69dcfb61640790c13bbc78b3db0259ee6d,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAPITALIZE:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CAPITALIZE::EC4::U13::4,fold_0,codesys_CAPITALIZE,CODESYS,train,codesys,56b1888208ffa8e717eb1d3aa922ec69dcfb61640790c13bbc78b3db0259ee6d,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAPITALIZE:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CAPITALIZE::EC5::U02::5,fold_0,codesys_CAPITALIZE,CODESYS,train,codesys,56b1888208ffa8e717eb1d3aa922ec69dcfb61640790c13bbc78b3db0259ee6d,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAPITALIZE:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CARG::EC1::U01::1,fold_0,codesys_CARG,CODESYS,train,codesys,4b3cdd7d7270746e89db75dc7d67474ec35940998f3dd35196c11bd963ed13d5,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CARG:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CARG::EC2::U01::2,fold_0,codesys_CARG,CODESYS,train,codesys,4b3cdd7d7270746e89db75dc7d67474ec35940998f3dd35196c11bd963ed13d5,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CARG:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CARG::EC3::U11::3,fold_0,codesys_CARG,CODESYS,train,codesys,4b3cdd7d7270746e89db75dc7d67474ec35940998f3dd35196c11bd963ed13d5,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CARG:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CARG::EC4::U13::4,fold_0,codesys_CARG,CODESYS,train,codesys,4b3cdd7d7270746e89db75dc7d67474ec35940998f3dd35196c11bd963ed13d5,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CARG:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CARG::EC5::U02::5,fold_0,codesys_CARG,CODESYS,train,codesys,4b3cdd7d7270746e89db75dc7d67474ec35940998f3dd35196c11bd963ed13d5,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CARG:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CASIN::EC1::U01::1,fold_0,codesys_CASIN,CODESYS,train,codesys,3bce57b68336b770915770c4b877aa1fec8ae3466cbbc2289fcaa711139c3542,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASIN:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CASIN::EC2::U01::2,fold_0,codesys_CASIN,CODESYS,train,codesys,3bce57b68336b770915770c4b877aa1fec8ae3466cbbc2289fcaa711139c3542,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASIN:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CASIN::EC3::U11::3,fold_0,codesys_CASIN,CODESYS,train,codesys,3bce57b68336b770915770c4b877aa1fec8ae3466cbbc2289fcaa711139c3542,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASIN:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CASIN::EC4::U13::4,fold_0,codesys_CASIN,CODESYS,train,codesys,3bce57b68336b770915770c4b877aa1fec8ae3466cbbc2289fcaa711139c3542,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASIN:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CASIN::EC5::U02::5,fold_0,codesys_CASIN,CODESYS,train,codesys,3bce57b68336b770915770c4b877aa1fec8ae3466cbbc2289fcaa711139c3542,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASIN:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CASINH::EC1::U01::1,fold_0,codesys_CASINH,CODESYS,train,codesys,211ff01ecc254602a7bd00aeedc9f517edb2e199746e42616f7d0eb9d9bff12b,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASINH:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CASINH::EC2::U01::2,fold_0,codesys_CASINH,CODESYS,train,codesys,211ff01ecc254602a7bd00aeedc9f517edb2e199746e42616f7d0eb9d9bff12b,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASINH:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CASINH::EC3::U11::3,fold_0,codesys_CASINH,CODESYS,train,codesys,211ff01ecc254602a7bd00aeedc9f517edb2e199746e42616f7d0eb9d9bff12b,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASINH:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CASINH::EC4::U13::4,fold_0,codesys_CASINH,CODESYS,train,codesys,211ff01ecc254602a7bd00aeedc9f517edb2e199746e42616f7d0eb9d9bff12b,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASINH:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CASINH::EC5::U02::5,fold_0,codesys_CASINH,CODESYS,train,codesys,211ff01ecc254602a7bd00aeedc9f517edb2e199746e42616f7d0eb9d9bff12b,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CASINH:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CATAN::EC1::U01::1,fold_0,codesys_CATAN,CODESYS,train,codesys,269a8ea0c6c2bf0b7a163196b9172f44c441cd70ca450ac4721a2afad617c047,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATAN:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CATAN::EC2::U01::2,fold_0,codesys_CATAN,CODESYS,train,codesys,269a8ea0c6c2bf0b7a163196b9172f44c441cd70ca450ac4721a2afad617c047,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATAN:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CATAN::EC3::U11::3,fold_0,codesys_CATAN,CODESYS,train,codesys,269a8ea0c6c2bf0b7a163196b9172f44c441cd70ca450ac4721a2afad617c047,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATAN:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CATAN::EC4::U13::4,fold_0,codesys_CATAN,CODESYS,train,codesys,269a8ea0c6c2bf0b7a163196b9172f44c441cd70ca450ac4721a2afad617c047,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATAN:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CATAN::EC5::U02::5,fold_0,codesys_CATAN,CODESYS,train,codesys,269a8ea0c6c2bf0b7a163196b9172f44c441cd70ca450ac4721a2afad617c047,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATAN:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CATANH::EC1::U01::1,fold_0,codesys_CATANH,CODESYS,train,codesys,7b94023463a7d2549321f0913f2864a3d2ccea4c9385b8569065d50bf3bb0eaf,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATANH:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CATANH::EC2::U01::2,fold_0,codesys_CATANH,CODESYS,train,codesys,7b94023463a7d2549321f0913f2864a3d2ccea4c9385b8569065d50bf3bb0eaf,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATANH:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CATANH::EC3::U11::3,fold_0,codesys_CATANH,CODESYS,train,codesys,7b94023463a7d2549321f0913f2864a3d2ccea4c9385b8569065d50bf3bb0eaf,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATANH:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CATANH::EC4::U13::4,fold_0,codesys_CATANH,CODESYS,train,codesys,7b94023463a7d2549321f0913f2864a3d2ccea4c9385b8569065d50bf3bb0eaf,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATANH:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CATANH::EC5::U02::5,fold_0,codesys_CATANH,CODESYS,train,codesys,7b94023463a7d2549321f0913f2864a3d2ccea4c9385b8569065d50bf3bb0eaf,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CATANH:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CAUCHY::EC1::U01::1,fold_0,codesys_CAUCHY,CODESYS,train,codesys,cf63317691aace96ab4ae299cf703f23efa79ffa6a1033a730e9f475b2e7d105,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHY:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CAUCHY::EC2::U01::2,fold_0,codesys_CAUCHY,CODESYS,train,codesys,cf63317691aace96ab4ae299cf703f23efa79ffa6a1033a730e9f475b2e7d105,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHY:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CAUCHY::EC3::U11::3,fold_0,codesys_CAUCHY,CODESYS,train,codesys,cf63317691aace96ab4ae299cf703f23efa79ffa6a1033a730e9f475b2e7d105,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHY:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CAUCHY::EC4::U13::4,fold_0,codesys_CAUCHY,CODESYS,train,codesys,cf63317691aace96ab4ae299cf703f23efa79ffa6a1033a730e9f475b2e7d105,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHY:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CAUCHY::EC5::U02::5,fold_0,codesys_CAUCHY,CODESYS,train,codesys,cf63317691aace96ab4ae299cf703f23efa79ffa6a1033a730e9f475b2e7d105,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHY:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CAUCHYCD::EC1::U01::1,fold_0,codesys_CAUCHYCD,CODESYS,test,codesys,0c586207cb0189399f22decaf5b1658bd82ee358b2b8b9d74286f0425b500d25,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHYCD:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CAUCHYCD::EC2::U01::2,fold_0,codesys_CAUCHYCD,CODESYS,test,codesys,0c586207cb0189399f22decaf5b1658bd82ee358b2b8b9d74286f0425b500d25,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHYCD:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CAUCHYCD::EC3::U11::3,fold_0,codesys_CAUCHYCD,CODESYS,test,codesys,0c586207cb0189399f22decaf5b1658bd82ee358b2b8b9d74286f0425b500d25,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHYCD:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CAUCHYCD::EC4::U13::4,fold_0,codesys_CAUCHYCD,CODESYS,test,codesys,0c586207cb0189399f22decaf5b1658bd82ee358b2b8b9d74286f0425b500d25,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHYCD:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CAUCHYCD::EC5::U02::5,fold_0,codesys_CAUCHYCD,CODESYS,test,codesys,0c586207cb0189399f22decaf5b1658bd82ee358b2b8b9d74286f0425b500d25,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CAUCHYCD:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CCON::EC1::U01::1,fold_0,codesys_CCON,CODESYS,train,codesys,46b9acf6f5a445c068245180fb475978e59f387b926dfdfe275e26311f464362,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCON:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CCON::EC2::U01::2,fold_0,codesys_CCON,CODESYS,train,codesys,46b9acf6f5a445c068245180fb475978e59f387b926dfdfe275e26311f464362,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCON:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CCON::EC3::U11::3,fold_0,codesys_CCON,CODESYS,train,codesys,46b9acf6f5a445c068245180fb475978e59f387b926dfdfe275e26311f464362,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCON:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CCON::EC4::U13::4,fold_0,codesys_CCON,CODESYS,train,codesys,46b9acf6f5a445c068245180fb475978e59f387b926dfdfe275e26311f464362,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCON:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CCON::EC5::U02::5,fold_0,codesys_CCON,CODESYS,train,codesys,46b9acf6f5a445c068245180fb475978e59f387b926dfdfe275e26311f464362,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCON:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CCOS::EC1::U01::1,fold_0,codesys_CCOS,CODESYS,test,codesys,11096e43f9c1cbe1dfec41930ec0c21eae06a5c8cb60ce4da18629bd7abfdaf0,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOS:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CCOS::EC2::U01::2,fold_0,codesys_CCOS,CODESYS,test,codesys,11096e43f9c1cbe1dfec41930ec0c21eae06a5c8cb60ce4da18629bd7abfdaf0,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOS:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CCOS::EC3::U11::3,fold_0,codesys_CCOS,CODESYS,test,codesys,11096e43f9c1cbe1dfec41930ec0c21eae06a5c8cb60ce4da18629bd7abfdaf0,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOS:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CCOS::EC4::U13::4,fold_0,codesys_CCOS,CODESYS,test,codesys,11096e43f9c1cbe1dfec41930ec0c21eae06a5c8cb60ce4da18629bd7abfdaf0,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOS:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CCOS::EC5::U02::5,fold_0,codesys_CCOS,CODESYS,test,codesys,11096e43f9c1cbe1dfec41930ec0c21eae06a5c8cb60ce4da18629bd7abfdaf0,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOS:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CCOSH::EC1::U01::1,fold_0,codesys_CCOSH,CODESYS,train,codesys,c0f7b5faacb37b51444c626eda4040e1b522d4cb15bd8ca45900a310c2b8cb3a,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOSH:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CCOSH::EC2::U01::2,fold_0,codesys_CCOSH,CODESYS,train,codesys,c0f7b5faacb37b51444c626eda4040e1b522d4cb15bd8ca45900a310c2b8cb3a,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOSH:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CCOSH::EC3::U11::3,fold_0,codesys_CCOSH,CODESYS,train,codesys,c0f7b5faacb37b51444c626eda4040e1b522d4cb15bd8ca45900a310c2b8cb3a,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOSH:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CCOSH::EC4::U13::4,fold_0,codesys_CCOSH,CODESYS,train,codesys,c0f7b5faacb37b51444c626eda4040e1b522d4cb15bd8ca45900a310c2b8cb3a,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOSH:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CCOSH::EC5::U02::5,fold_0,codesys_CCOSH,CODESYS,train,codesys,c0f7b5faacb37b51444c626eda4040e1b522d4cb15bd8ca45900a310c2b8cb3a,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CCOSH:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CDIV::EC1::U01::1,fold_0,codesys_CDIV,CODESYS,train,codesys,591279323580484c851bbc3f4d49d3a480a52f39f482e4b938dfa07c731caf54,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CDIV:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CDIV::EC2::U01::2,fold_0,codesys_CDIV,CODESYS,train,codesys,591279323580484c851bbc3f4d49d3a480a52f39f482e4b938dfa07c731caf54,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CDIV:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CDIV::EC3::U11::3,fold_0,codesys_CDIV,CODESYS,train,codesys,591279323580484c851bbc3f4d49d3a480a52f39f482e4b938dfa07c731caf54,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CDIV:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CDIV::EC4::U13::4,fold_0,codesys_CDIV,CODESYS,train,codesys,591279323580484c851bbc3f4d49d3a480a52f39f482e4b938dfa07c731caf54,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CDIV:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CDIV::EC5::U02::5,fold_0,codesys_CDIV,CODESYS,train,codesys,591279323580484c851bbc3f4d49d3a480a52f39f482e4b938dfa07c731caf54,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CDIV:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CEIL::EC1::U01::1,fold_0,codesys_CEIL,CODESYS,train,codesys,14b436458d07c196b9a1253c30c1b528c18c840a665a51fe499758c2d22b77c5,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CEIL::EC2::U01::2,fold_0,codesys_CEIL,CODESYS,train,codesys,14b436458d07c196b9a1253c30c1b528c18c840a665a51fe499758c2d22b77c5,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CEIL::EC3::U11::3,fold_0,codesys_CEIL,CODESYS,train,codesys,14b436458d07c196b9a1253c30c1b528c18c840a665a51fe499758c2d22b77c5,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CEIL::EC4::U13::4,fold_0,codesys_CEIL,CODESYS,train,codesys,14b436458d07c196b9a1253c30c1b528c18c840a665a51fe499758c2d22b77c5,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
codesys_CEIL::EC5::U02::5,fold_0,codesys_CEIL,CODESYS,train,codesys,14b436458d07c196b9a1253c30c1b528c18c840a665a51fe499758c2d22b77c5,EC5,U02,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL:EC5,relation graph limited to uncertainty/card edges,DERIVED_EVIDENCE
codesys_CEIL2::EC1::U01::1,fold_0,codesys_CEIL2,CODESYS,train,codesys,a22072ad13efc383dce5719b63e88e4a6771b77a4414a2bd553de9c9cb8a7ed4,EC1,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL2:EC1,CODESYS app container not parsed by V2 prototype,DERIVED_EVIDENCE
codesys_CEIL2::EC2::U01::2,fold_0,codesys_CEIL2,CODESYS,train,codesys,a22072ad13efc383dce5719b63e88e4a6771b77a4414a2bd553de9c9cb8a7ed4,EC2,U01,blocking,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL2:EC2,core logic not recoverable from V2 row,DERIVED_EVIDENCE
codesys_CEIL2::EC3::U11::3,fold_0,codesys_CEIL2,CODESYS,train,codesys,a22072ad13efc383dce5719b63e88e4a6771b77a4414a2bd553de9c9cb8a7ed4,EC3,U11,high,blocked_by_format,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL2:EC3,semantic facts unavailable from V2 row,DERIVED_EVIDENCE
codesys_CEIL2::EC4::U13::4,fold_0,codesys_CEIL2,CODESYS,train,codesys,a22072ad13efc383dce5719b63e88e4a6771b77a4414a2bd553de9c9cb8a7ed4,EC4,U13,medium,needs_manual_review,ALL_POPULATION_SAMPLE_FEATURES.csv:codesys_CEIL2:EC4,CODESYS remains state-evidence pending recovery,DERIVED_EVIDENCE
