sample_id,program_name,toolchain,fold_id,source_match_status,source_file_count,source_paths_rel,source_sha256,source_function_block_names,source_function_names,source_program_names,source_oracle_function_block,production_sa001_positive,ungated_pattern_positive,ungated_confusion_category,oracle_definition,rule_definition,evidence_label,uncertainty_reason
geb_MUX_4,MUX_4,GEB,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/MUX_4/MUX_4.ST,803a21804876d3596a55f9aaeffa269ce4e945a66495fafa409ddee9e892fc52,,MUX_4,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_MUX_R2,MUX_R2,GEB,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/MUX_R2/MUX_R2.ST,f80241917b040cc6d41e0b00af6475bbc005b1c53735ea2870783a2074e43c7e,,MUX_R2,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_MUX_R4,MUX_R4,GEB,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/MUX_R4/MUX_R4.ST,23f7ac4fb8c8e2196c5cd3fc928603b30cac3eaafc67ac585726f4bc285e4e7b,,MUX_R4,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_M_D,M_D,GEB,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/M_D/M_D.ST,efaaf102c7cede6100b7fb4d8f2129a86b943e50c9758063ed10850eaa5df66f,M_D_Block;T_PLC_MS_block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_M_T,M_T,GEB,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/M_T/M_T.ST,d4d33e7110719f72f9245f67e6bf7e2b2b753072da5eebbeca90f65d7a420fcb,M_T_Block;T_PLC_MS_block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_M_TX,M_TX,GEB,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/M_TX/M_TX.ST,aff32e815261c77d8334917f6eef289479f8a1520c13c09d5cb9b987e7179843,M_TX_Block;T_PLC_MS_block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_NEGX,NEGX,GEB,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/NEGX/NEGX.ST,0d24430fd4f7d55708338b9f2ab7b56a1f4beed95b3392887fd875866afc4a80,,NEGX,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_NETWORK_VERSION,NETWORK_VERSION,GEB,fold_5,MULTIPLE_CONSISTENT,2,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/Network_NETWORK_VERSION/NETWORK_VERSION.ST;AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/sample_project/oscat/Network/NETWORK_VERSION.ST,f726d22aa313fd4fcbafecdf5635d56b2db64a3b68c603ce470d863a31e0326e;e97a1b78605883dafefd855d36c6d40c077596ff47c5bf9987c8160bcad3644c,,NETWORK_VERSION;SET_DATE;_INT_TO_UDINT,instance0;program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_NET_VAR_BOOL8,NET_VAR_BOOL8,GEB,fold_2,MULTIPLE_CONSISTENT,2,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/Network_NET_VAR_BOOL8/NET_VAR_BOOL8.ST;AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/sample_project/oscat/Network/NET_VAR_BOOL8.ST,b72c8e92b48bc5d88f9b6336eda772c50b81e5b881bda4251876cd850cedb985;263168e2002d5d3631e814446b59c59fa2a94476d406736c232d3eb66be5e9a5,BYTE_TO_BITS_Block;NET_VAR_BOOL8_Block,BIT_OF_DWORD;BYTE_OF_BIT,instance0;program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_NET_VAR_BUFFER,NET_VAR_BUFFER,GEB,fold_3,MULTIPLE_CONSISTENT,2,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/Network_NET_VAR_BUFFER/NET_VAR_BUFFER.ST;AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/sample_project/oscat/Network/NET_VAR_BUFFER.ST,b0e027b95106ecb683f3bfa466d99c86d91e7324d4443614a7c5bb76de426b31;36280121ee5a109eff2cedde0e1f82dd2f761ad02afb1d9da701e971c2fb3b11,NET_VAR_BUFFER_Block,,instance0;program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_NET_VAR_DWORD8,NET_VAR_DWORD8,GEB,fold_4,MULTIPLE_CONSISTENT,2,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/Network_NET_VAR_DWORD8/NET_VAR_DWORD8.ST;AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/sample_project/oscat/Network/NET_VAR_DWORD8.ST,f67adf628f5e8951dd5c7f945ecc27c5a02cd9834241d05d11cf3c5070b83e64;c5612ddd6bcb887f0a0a0fe5610c561e887f03911d8e9a043d98c42bced81fb5,NET_VAR_DWORD8_Block,,instance0;program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_OFFSET,OFFSET,GEB,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/OFFSET/OFFSET.ST,9b0a114fb5d8cf481d6f48f8a3c591068b4262c3a799638b220cb55bb6bfc017,,_OFFSET,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_OFFSET2,OFFSET2,GEB,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/OFFSET2/OFFSET2.ST,4cc3df3886de3ff31c9d38d518c49c4613246885ff4d1c9d027fd335930800ab,,OFFSET2,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_OM_TO_F,OM_TO_F,GEB,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/OM_TO_F/OM_TO_F.ST,8ea17212ab43431ef32b47feb37271aca3322f0f879de32c025029310b0b0e72,,OM_TO_F,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_ONTIME,ONTIME,GEB,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/ONTIME/ONTIME.ST,087fa50eee1bfbca15bf6cef94e396d4637092ce5f93a611eab514491d517334,ONTIME_Block;T_PLC_MS_block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_OSCAT_VERSION,OSCAT_VERSION,GEB,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/OSCAT_VERSION/OSCAT_VERSION.ST,0ac096bf5b5018d9a5c19400368da59f899b3bc922f4488dc5480882624f67c6,,OSCAT_VERSION;SET_DATE;_INT_TO_UDINT,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PARITY,PARITY,GEB,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PARITY/PARITY.ST,a3882e7ca197fdb719730893e5dfa09651f23ae4193c96af6a3d41a6f81cc69c,,BIT_OF_DWORD;PARITY,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PARSET,PARSET,GEB,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PARSET/PARSET.ST,9da68151e84461996ec1fdff9210ecd2e9546ba2870d1b1c4a33569fb3b30d93,PARSET_Block;T_PLC_MS_block,BIT_LOAD_B;BIT_OF_DWORD;TIME_TO_UDINT2;_BYTE_TO_INT,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PARSET2,PARSET2,GEB,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PARSET2/PARSET2.ST,582d6071841509d6eaef223c4adf56c4c1aa98b6502a66b89a8c78c9b82dbbe4,PARSET2_Block;PARSET_Block;T_PLC_MS_block,BIT_LOAD_B;BIT_OF_DWORD;TIME_TO_UDINT2;_BYTE_TO_INT,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PERIOD,PERIOD,GEB,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PERIOD/PERIOD.ST,4e2dae08b7e2fa2dfd07e998bbb4d48b00863a047f3e89405e2ffa8e80ee1457,,DAY_OF_YEAR;LEAP_OF_DATE;PERIOD,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PERIOD2,PERIOD2,GEB,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PERIOD2/PERIOD2.ST,960686f53697c5391dba0ba6d4685fb5c9d88e5a85f4d88257771c8de8199f02,PERIOD2_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_POLYNOM_INT,POLYNOM_INT,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/POLYNOM_INT/POLYNOM_INT.ST,3137cb2ba00309a4f167631ead73847571bf2a469ea933bb1afe2507570ca116,POLYNOM_INT_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PRESSURE,PRESSURE,GEB,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PRESSURE/PRESSURE.ST,439e48541d4499ac4b6ef81a9bc96eec2c9e9ca1227564e2ec4e73ae441d051a,PRESSURE_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PT_TO_F,PT_TO_F,GEB,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PT_TO_F/PT_TO_F.ST,e6d4d7b7e9311047f7689985ea2ea75c32a6eb929fcb479a908d1bbb81affc5c,,PT_TO_F;_DWORD_TO_REAL,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PULSE_LENGTH,PULSE_LENGTH,GEB,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/building_PULSE_LENGTH/PULSE_LENGTH.ST,f7ac12664ef9cd598d5c7f7f597d6ace7670d7be662cb328e6d3f2407a4e46b4,PULSE_LENGTH_Block;T_PLC_MS_block,UDINT_TO_TIME2,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PULSE_T,PULSE_T,GEB,fold_7,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/building_PULSE_T/PULSE_T.ST,1df652c84d272a71cbc4f8bb3e5804141d15e926111060e1d2e7ce5bb2b2208c,PULSE_T_Block;T_PLC_MS_block,UDINT_TO_TIME2,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PWM_DC,PWM_DC,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PWM_DC/PWM_DC.ST,5fd043e9d60bb46e78083bc2449442dc27744e8bf44f8d7b7b45e4807d0d198f,CLK_PRG;PWM_DC;TP_X;T_PLC_MS_block,REAL_TO_TIME2;_REAL_TO_UDINT,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_PWM_PW,PWM_PW,GEB,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/PWM_PW/PWM_PW.ST,a3577c365bf5516307f0d3054ce39a20c039c5d3c4e24227fdad99d78cd0566d,CLK_PRG_Block;PWM_PW_Block;TP_X_Block;T_PLC_MS_block,UDINT_TO_TIME2,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_ABS,R2_ABS,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_ABS/R2_ABS.ST,5896bd44e19623b93ce757188050db7b18be727155c062901c78b61c6570966c,R2_ABS_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_ADD,R2_ADD,GEB,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_ADD/R2_ADD.ST,3a0e551a7c6500232eaa4222e84dfc12a5e3522ae60b7a68177ca5a008806f62,R2_ADD_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_ADD2,R2_ADD2,GEB,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_ADD2/R2_ADD2.ST,684acaad600d6320102519db6a31d9bd567afc85fcd5e94dac8f907ca51b6e20,R2_ADD2_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_DIV,R2_DIV,GEB,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_DIV/R2_DIV.ST,63412edd20bd3aec9423ff62e3cdef154510520b1493b82faab705ac1c4494a3,R2_DIV_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_MUL,R2_MUL,GEB,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_MUL/R2_MUL.ST,53a29c5318a0596e85940bc88554208b8378d62f4a56436ca912f7c838060266,R2_MUL_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_R2_SET,R2_SET,GEB,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/R2_SET/R2_SET.ST,c61f4d63f2a55519e781f23e9e499ae8b17ca4a188569d189192de1f239b4a26,R2_SET_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RAD,RAD,GEB,fold_8,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RAD/RAD.ST,ac93bd611c07eb35d29a285d30b565df3db745ad829f78f85888737e374b7342,,FLOOR2;MODR;RAD,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RANGE_TO_BYTE,RANGE_TO_BYTE,GEB,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RANGE_TO_BYTE/RANGE_TO_BYTE.ST,3f64e28723f01ba1032493547048e1333f1fcd6a00be6e2cc4d94ed5099ab79d,,RANGE_TO_BYTE;TRUNC_REAL,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RANGE_TO_WORD,RANGE_TO_WORD,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RANGE_TO_WORD/RANGE_TO_WORD.ST,35a1986444d730163943aa94c08160d02e7f3278f6f6157816429b38a35b3208,,RANGE_TO_WORD;TRUNC_REAL,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RDM,RDM,GEB,fold_9,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RDM/RDM.ST,00c0f0eaf34999408fac35e00525552cd6616b2588cbe24a9c6141b9743c75c8,RDM_Block;T_PLC_MS_block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RDM2,RDM2,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RDM2/RDM2.ST,c9afe5db16cb24cb160ba669f822050b9c53b047a359c1fc5f5dcde94f74beda,RDM2_Block;RDM_Block;T_PLC_MS_block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT;_REAL_TO_DWORD,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RDMDW,RDMDW,GEB,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RDMDW/RDMDW.ST,09cdf00c7b0d76c2d05c3000d7bfa4416d38502594dfe987dddd7ccc461a72c9,RDMDW_Block;RDM_Block;T_PLC_MS_block,BIT_COUNT;BIT_LOAD_DW;BIT_OF_DWORD;D_TRUNC;FRACT;_DWORD_TO_REAL;_INT_TO_UDINT;_REAL_TO_DWORD,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REAL_TO_FRAC,REAL_TO_FRAC,GEB,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REAL_TO_FRAC/REAL_TO_FRAC.ST,fd3fdcdfd7e0271415b4d0f83a33181aa1d625535fbe918225582c68b914f1ec,REAL_TO_FRAC_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REAL_TO_STRF,REAL_TO_STRF,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REAL_TO_STRF/REAL_TO_STRF.ST,c75b4b5f12f7f0b98cfb1bc5eedde848f8d3a96059a2248494b7e53af1ba9901,REAL_TO_STRF_Block,EXP10;_REAL_TO_DINT,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REAL_TO_TIME,REAL_TO_TIME,GEB,fold_5,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REAL_TO_TIME/REAL_TO_TIME.ST,8da0779244214cfc082ba70c3de7646273645a2a7103b17b67cdd349cd2d3917,,REAL_TO_TIME2;_REAL_TO_UDINT,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REFLECT,REFLECT,GEB,fold_0,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REFLECT/REFLECT.ST,0058beddda724107b8e8557b40bd0950846075ad0cd0476ad91076b289f33051,,REFLECT,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REFRACTION,REFRACTION,GEB,fold_6,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REFRACTION/REFRACTION.ST,c015b2222db81b49cf87a75d52d13ff3a78b65cbe60769f6e7ac5630c62188ee,,REFRACTION,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REPLACE_ALL,REPLACE_ALL,GEB,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REPLACE_ALL/REPLACE_ALL.ST,193e9d9d7dfbaa3455b6ab171ee4bae1443e50572afcab114612e241dde5c38d,FINDP_Block;REPLACE_ALL_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_REPLACE_CHARS,REPLACE_CHARS,GEB,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/REPLACE_CHARS/REPLACE_CHARS.ST,0f4573bc83af665df4fe3b836d3992e720ca9edcce8bd2d3bedbebce9793f76a,REPLACE_CHARS_Block,,program0,True,True,True,TP,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RES_NI,RES_NI,GEB,fold_1,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RES_NI/RES_NI.ST,d30799a2e672b90a446c75ee1e39c6a8d42f417044fbc6ed1124f92bd7a0dc10,,RES_NI,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RES_NTC,RES_NTC,GEB,fold_2,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RES_NTC/RES_NTC.ST,67db955c03176f73edfbf289e1862ef17520b1c99bf0cd752bdbabae1d290aaf,,RES_NTC,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RES_PT,RES_PT,GEB,fold_3,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RES_PT/RES_PT.ST,a9acd27dd83e86dd211d27f4e37749f935a0d50f00aaed3a1070c2dadfcec586,,RES_PT,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
geb_RES_SI,RES_SI,GEB,fold_4,UNIQUE,1,AICPS-PLCBEAD_PLCEmbed-c78a56f/PLC-BEAD/Source/GEB/RES_SI/RES_SI.ST,072bbbe9958d6101342c31ebef0a4344c9db5555317f2af6674aa1d6dcf1e9ce,,RES_SI,program0,False,False,False,TN,explicit FUNCTION_BLOCK declaration in mapped Structured Text source,production: GEB-scoped dt_FB_; probe: ungated core_symbol_text contains dt_FB_,DERIVED_EVIDENCE,
