"program_name","func_label","fold_id","toolchain_count","sample_count","has_codesys","has_geb","has_openplcv2","has_openplcv3","split_policy"
"CONTROL_SET1","Ctrl_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CONTROL_SET2","Ctrl_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CTRL_IN","Ctrl_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CTRL_OUT","Ctrl_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CTRL_PI","Ctrl_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CTRL_PID","Ctrl_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CTRL_PWM","Ctrl_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEAD_BAND","Ctrl_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEAD_BAND_A","Ctrl_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEAD_ZONE","Ctrl_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEAD_ZONE2","Ctrl_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_DERIV","Ctrl_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_IMP","Ctrl_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_INT","Ctrl_Mods","fold_4","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_INT2","Ctrl_Mods","fold_5","2","2","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PD","Ctrl_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PDT1","Ctrl_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PI","Ctrl_Mods","fold_8","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PID","Ctrl_Mods","fold_9","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PIDW","Ctrl_Mods","fold_0","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PIDWL","Ctrl_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PIW","Ctrl_Mods","fold_2","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PIWL","Ctrl_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PT1","Ctrl_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_PT2","Ctrl_Mods","fold_5","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_TN16","Ctrl_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_TN64","Ctrl_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FT_TN8","Ctrl_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"HYST","Ctrl_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"HYST_1","Ctrl_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"HYST_2","Ctrl_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"HYST_3","Ctrl_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INTEGRATE","Ctrl_Mods","fold_3","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"COUNT_BR","Latches_FlipFlop_ShiftReg","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"COUNT_DR","Latches_FlipFlop_ShiftReg","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FF_D2E","Latches_FlipFlop_ShiftReg","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FF_D4E","Latches_FlipFlop_ShiftReg","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FF_DRE","Latches_FlipFlop_ShiftReg","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FF_JKE","Latches_FlipFlop_ShiftReg","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FF_RSE","Latches_FlipFlop_ShiftReg","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"LTCH","Latches_FlipFlop_ShiftReg","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"LTCH_4","Latches_FlipFlop_ShiftReg","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SELECT_8","Latches_FlipFlop_ShiftReg","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHR_4E","Latches_FlipFlop_ShiftReg","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHR_4UDE","Latches_FlipFlop_ShiftReg","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHR_8PLE","Latches_FlipFlop_ShiftReg","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHR_8UDE","Latches_FlipFlop_ShiftReg","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"STORE_8","Latches_FlipFlop_ShiftReg","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TOGGLE","Latches_FlipFlop_ShiftReg","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_BYTE_TO_DINT","Logic_Mods","fold_0","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_BYTE_TO_INT","Logic_Mods","fold_1","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_BYTE_TO_REAL","Logic_Mods","fold_2","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_DWORD_TO_REAL","Logic_Mods","fold_3","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_INT_TO_UDINT","Logic_Mods","fold_4","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_REAL_TO_DINT","Logic_Mods","fold_5","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_REAL_TO_DWORD","Logic_Mods","fold_6","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_REAL_TO_UDINT","Logic_Mods","fold_7","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_WORD_TO_DINT","Logic_Mods","fold_8","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_WORD_TO_REAL","Logic_Mods","fold_9","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BCDC_TO_INT","Logic_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_COUNT","Logic_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_B","Logic_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_B2","Logic_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_DW","Logic_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_DW2","Logic_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_W","Logic_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_LOAD_W2","Logic_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_OF_DWORD","Logic_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_TOGGLE_B","Logic_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_TOGGLE_DW","Logic_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BIT_TOGGLE_W","Logic_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BYTE_OF_BIT","Logic_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BYTE_OF_DWORD","Logic_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BYTE_TO_BITS","Logic_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BYTE_TO_GRAY","Logic_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BYTE_TO_TIME","Logic_Mods","fold_6","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CHECK_PARITY","Logic_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CRC_GEN","Logic_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEC_2","Logic_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEC_4","Logic_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEC_8","Logic_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DWORD_OF_BYTE","Logic_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DWORD_OF_WORD","Logic_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GRAY_TO_BYTE","Logic_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INT_TO_BCDC","Logic_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MATRIX","Logic_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MUX_2","Logic_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MUX_4","Logic_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"PARITY","Logic_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"REFLECT","Logic_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"REVERSE","Logic_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHL1","Logic_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SHR1","Logic_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SWAP_BYTE","Logic_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SWAP_BYTE2","Logic_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TOD_TO_REAL","Logic_Mods","fold_6","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"WORD_OF_BYTE","Logic_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"WORD_OF_DWORD","Logic_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"_MOD_INT","Mathematics","fold_0","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ACOSH","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ACOTH","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"AGDF","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ASINH","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ATAN2","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ATANH","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BETA","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BINOM","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CAUCHY","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CAUCHYCD","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CEIL","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CEIL2","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CMP","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"COSH","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"COTH","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"D_TRUNC","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DEG","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DIFFER","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ERF","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ERFC","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"EVEN","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"EXP10","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"EXPN","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FACT","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FIB","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FLOOR","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FLOOR2","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FRACT","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GAMMA","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GAUSS","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GAUSSCD","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GCD","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GDF","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"GOLD","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"HYPOT","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INC","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INC1","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INC2","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"INV","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"LAMBERT_W","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"LANGEVIN","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MAX3","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MID3","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MIN3","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MODR","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MUL_ADD","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"NEGX","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"RAD","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"RDM","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"RDM2","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"RDMDW","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"REAL_TO_FRAC","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"RND","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ROUND","Mathematics","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SGN","Mathematics","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SIGMOID","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SIGN_I","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SIGN_R","Mathematics","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SINC","Mathematics","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SINH","Mathematics","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"SQRTN","Mathematics","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TANC","Mathematics","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TANH","Mathematics","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TRUNC_REAL","Mathematics","fold_4","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TRUNC_UDINT","Mathematics","fold_5","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"WINDOW","Mathematics","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"WINDOW2","Mathematics","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ALARM_2","Measure_Mods","fold_0","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"BAR_GRAPH","Measure_Mods","fold_1","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CALIBRATE","Measure_Mods","fold_2","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"CYCLE_TIME","Measure_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"DT_SIMU","Measure_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"FLOW_METER","Measure_Mods","fold_5","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"LENGTH","Measure_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"M_D","Measure_Mods","fold_7","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"M_T","Measure_Mods","fold_8","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"M_TX","Measure_Mods","fold_9","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"MAX_TIME","Measure_Mods","fold_0","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"METER","Measure_Mods","fold_1","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"METER_STAT","Measure_Mods","fold_2","3","3","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"ONTIME","Measure_Mods","fold_3","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"T_PLC_MS","Measure_Mods","fold_4","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"T_PLC_US","Measure_Mods","fold_5","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
"TC_MS","Measure_Mods","fold_6","4","4","0","0","0","0","STRATIFIED_10_FOLD_BY_FUNC_LABEL_PROGRAM_LEVEL"
